AAR,BYDEL,DISTRIKTSNAVN,HUSTYP,FAMILIEGRUPPE,FAMILIETYPE,BRUTTOINDKOM,INDKOMSTKATEGORI,HUSTANDE
2013,1,1. Indre By,6,Par,Par 2 børn,9,600.000-699.999 kr.,141
2013,1,1. Indre By,6,Par,Par 2 børn,10,700.000 kr. og derover,951
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,1,-49.999 kr.,5
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,1
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,4
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,10
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,16
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,15
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,15
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,27
2013,1,1. Indre By,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,266
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,132
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,80
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,141
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,190
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,477
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,530
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,459
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,436
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,318
2013,1,1. Indre By,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,1378
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,1,-49.999 kr.,538
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,940
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,2129
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,3942
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,3485
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,3125
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,2073
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,975
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,482
2013,2,2. Østerbro,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,744
2013,2,2. Østerbro,2,Enlige,Enlige med børn,1,-49.999 kr.,53
2013,2,2. Østerbro,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,39
2013,2,2. Østerbro,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,113
2013,2,2. Østerbro,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,325
2013,2,2. Østerbro,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,402
2013,2,2. Østerbro,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,575
2013,2,2. Østerbro,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,480
2013,2,2. Østerbro,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,270
2013,2,2. Østerbro,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,130
2013,2,2. Østerbro,2,Enlige,Enlige med børn,10,700.000 kr. og derover,180
2013,2,2. Østerbro,4,Par,Par uden børn,1,-49.999 kr.,61
2013,2,2. Østerbro,4,Par,Par uden børn,2,50.000-99.999 kr.,53
2013,2,2. Østerbro,4,Par,Par uden børn,3,100.000-149.999 kr.,91
2013,2,2. Østerbro,4,Par,Par uden børn,4,150.000-199.999 kr.,175
2013,2,2. Østerbro,4,Par,Par uden børn,5,200.000-299.999 kr.,881
2013,2,2. Østerbro,4,Par,Par uden børn,6,300.000-399.999 kr.,1005
2013,2,2. Østerbro,4,Par,Par uden børn,7,400.000-499.999 kr.,881
2013,2,2. Østerbro,4,Par,Par uden børn,8,500.000-599.999 kr.,853
2013,2,2. Østerbro,4,Par,Par uden børn,9,600.000-699.999 kr.,746
2013,2,2. Østerbro,4,Par,Par uden børn,10,700.000 kr. og derover,2427
2013,2,2. Østerbro,5,Par,Par 1 barn,1,-49.999 kr.,22
2013,2,2. Østerbro,5,Par,Par 1 barn,2,50.000-99.999 kr.,9
2013,2,2. Østerbro,5,Par,Par 1 barn,3,100.000-149.999 kr.,10
2013,2,2. Østerbro,5,Par,Par 1 barn,4,150.000-199.999 kr.,22
2013,2,2. Østerbro,5,Par,Par 1 barn,5,200.000-299.999 kr.,81
2013,2,2. Østerbro,5,Par,Par 1 barn,6,300.000-399.999 kr.,143
2013,2,2. Østerbro,5,Par,Par 1 barn,7,400.000-499.999 kr.,193
2013,2,2. Østerbro,5,Par,Par 1 barn,8,500.000-599.999 kr.,278
2013,2,2. Østerbro,5,Par,Par 1 barn,9,600.000-699.999 kr.,327
2013,2,2. Østerbro,5,Par,Par 1 barn,10,700.000 kr. og derover,1492
2013,2,2. Østerbro,6,Par,Par 2 børn,1,-49.999 kr.,16
2013,2,2. Østerbro,6,Par,Par 2 børn,2,50.000-99.999 kr.,3
2013,2,2. Østerbro,6,Par,Par 2 børn,3,100.000-149.999 kr.,11
2013,2,2. Østerbro,6,Par,Par 2 børn,4,150.000-199.999 kr.,15
2013,2,2. Østerbro,6,Par,Par 2 børn,5,200.000-299.999 kr.,47
2013,2,2. Østerbro,6,Par,Par 2 børn,6,300.000-399.999 kr.,81
2013,2,2. Østerbro,6,Par,Par 2 børn,7,400.000-499.999 kr.,119
2013,2,2. Østerbro,6,Par,Par 2 børn,8,500.000-599.999 kr.,193
2013,2,2. Østerbro,6,Par,Par 2 børn,9,600.000-699.999 kr.,258
2013,2,2. Østerbro,6,Par,Par 2 børn,10,700.000 kr. og derover,1690
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,1,-49.999 kr.,4
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,1
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,5
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,17
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,35
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,40
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,38
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,50
2013,2,2. Østerbro,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,419
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,127
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,63
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,140
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,218
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,623
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,666
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,586
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,458
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,399
2013,2,2. Østerbro,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,1331
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,1,-49.999 kr.,508
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,1347
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,2935
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,4330
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,3114
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,2951
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,1631
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,677
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,287
2013,3,3. Nørrebro,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,256
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,1,-49.999 kr.,27
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,49
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,159
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,595
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,529
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,443
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,312
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,142
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,52
2013,3,3. Nørrebro,2,Enlige,Enlige med børn,10,700.000 kr. og derover,52
2013,3,3. Nørrebro,4,Par,Par uden børn,1,-49.999 kr.,53
2013,3,3. Nørrebro,4,Par,Par uden børn,2,50.000-99.999 kr.,76
2013,3,3. Nørrebro,4,Par,Par uden børn,3,100.000-149.999 kr.,151
2013,3,3. Nørrebro,4,Par,Par uden børn,4,150.000-199.999 kr.,321
2013,3,3. Nørrebro,4,Par,Par uden børn,5,200.000-299.999 kr.,1228
2013,3,3. Nørrebro,4,Par,Par uden børn,6,300.000-399.999 kr.,1108
2013,3,3. Nørrebro,4,Par,Par uden børn,7,400.000-499.999 kr.,963
2013,3,3. Nørrebro,4,Par,Par uden børn,8,500.000-599.999 kr.,785
2013,3,3. Nørrebro,4,Par,Par uden børn,9,600.000-699.999 kr.,663
2013,3,3. Nørrebro,4,Par,Par uden børn,10,700.000 kr. og derover,1448
2013,3,3. Nørrebro,5,Par,Par 1 barn,1,-49.999 kr.,10
2013,3,3. Nørrebro,5,Par,Par 1 barn,2,50.000-99.999 kr.,10
2013,3,3. Nørrebro,5,Par,Par 1 barn,3,100.000-149.999 kr.,26
2013,3,3. Nørrebro,5,Par,Par 1 barn,4,150.000-199.999 kr.,37
2013,3,3. Nørrebro,5,Par,Par 1 barn,5,200.000-299.999 kr.,171
2013,3,3. Nørrebro,5,Par,Par 1 barn,6,300.000-399.999 kr.,290
2013,3,3. Nørrebro,5,Par,Par 1 barn,7,400.000-499.999 kr.,303
2013,3,3. Nørrebro,5,Par,Par 1 barn,8,500.000-599.999 kr.,335
2013,3,3. Nørrebro,5,Par,Par 1 barn,9,600.000-699.999 kr.,351
2013,3,3. Nørrebro,5,Par,Par 1 barn,10,700.000 kr. og derover,799
2013,3,3. Nørrebro,6,Par,Par 2 børn,1,-49.999 kr.,5
2013,3,3. Nørrebro,6,Par,Par 2 børn,2,50.000-99.999 kr.,6
2013,3,3. Nørrebro,6,Par,Par 2 børn,3,100.000-149.999 kr.,4
2013,3,3. Nørrebro,6,Par,Par 2 børn,4,150.000-199.999 kr.,22
2013,3,3. Nørrebro,6,Par,Par 2 børn,5,200.000-299.999 kr.,105
2013,3,3. Nørrebro,6,Par,Par 2 børn,6,300.000-399.999 kr.,195
2013,3,3. Nørrebro,6,Par,Par 2 børn,7,400.000-499.999 kr.,194
2013,3,3. Nørrebro,6,Par,Par 2 børn,8,500.000-599.999 kr.,198
2013,3,3. Nørrebro,6,Par,Par 2 børn,9,600.000-699.999 kr.,250
2013,3,3. Nørrebro,6,Par,Par 2 børn,10,700.000 kr. og derover,794
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,1,-49.999 kr.,3
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,4
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,12
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,17
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,91
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,228
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,117
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,99
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,76
2013,3,3. Nørrebro,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,195
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,84
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,106
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,264
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,433
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,1309
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,1333
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,1009
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,762
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,583
2013,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,1278
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,1,-49.999 kr.,413
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,660
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,2096
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,3034
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,2461
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,2325
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,1436
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,654
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,350
2013,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,419
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,1,-49.999 kr.,39
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,34
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,119
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,332
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,353
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,445
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,286
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,153
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,56
2013,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,10,700.000 kr. og derover,68
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,1,-49.999 kr.,31
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,2,50.000-99.999 kr.,39
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,3,100.000-149.999 kr.,98
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,4,150.000-199.999 kr.,187
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,5,200.000-299.999 kr.,738
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,6,300.000-399.999 kr.,774
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,7,400.000-499.999 kr.,690
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,8,500.000-599.999 kr.,641
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,9,600.000-699.999 kr.,560
2013,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,10,700.000 kr. og derover,1672
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,1,-49.999 kr.,17
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,2,50.000-99.999 kr.,10
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,3,100.000-149.999 kr.,22
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,4,150.000-199.999 kr.,27
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,5,200.000-299.999 kr.,109
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,6,300.000-399.999 kr.,171
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,7,400.000-499.999 kr.,233
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,8,500.000-599.999 kr.,291
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,9,600.000-699.999 kr.,321
2013,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,10,700.000 kr. og derover,1020
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,1,-49.999 kr.,5
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,2,50.000-99.999 kr.,5
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,3,100.000-149.999 kr.,10
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,4,150.000-199.999 kr.,21
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,5,200.000-299.999 kr.,56
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,6,300.000-399.999 kr.,109
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,7,400.000-499.999 kr.,155
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,8,500.000-599.999 kr.,193
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,9,600.000-699.999 kr.,240
2013,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,10,700.000 kr. og derover,985
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,1,-49.999 kr.,3
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,7
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,5
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,27
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,52
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,46
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,48
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,60
2013,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,234
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,80
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,70
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,133
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,210
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,662
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,719
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,657
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,531
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,444
2013,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,1190
2013,5,5. Valby,1,Enlige,Enlige uden børn,1,-49.999 kr.,218
2013,5,5. Valby,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,435
2013,5,5. Valby,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,1474
2013,5,5. Valby,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,3044
2013,5,5. Valby,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,2302
2013,5,5. Valby,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,2059
2013,5,5. Valby,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,1098
2013,5,5. Valby,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,479
2013,5,5. Valby,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,181
2013,5,5. Valby,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,197
2013,5,5. Valby,2,Enlige,Enlige med børn,1,-49.999 kr.,19
2013,5,5. Valby,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,20
2013,5,5. Valby,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,106
2013,5,5. Valby,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,431
2013,5,5. Valby,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,406
2013,5,5. Valby,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,396
2013,5,5. Valby,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,269
2013,5,5. Valby,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,137
2013,5,5. Valby,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,71
2013,5,5. Valby,2,Enlige,Enlige med børn,10,700.000 kr. og derover,84
2013,5,5. Valby,4,Par,Par uden børn,1,-49.999 kr.,9
2013,5,5. Valby,4,Par,Par uden børn,2,50.000-99.999 kr.,22
2013,5,5. Valby,4,Par,Par uden børn,3,100.000-149.999 kr.,57
2013,5,5. Valby,4,Par,Par uden børn,4,150.000-199.999 kr.,113
2013,5,5. Valby,4,Par,Par uden børn,5,200.000-299.999 kr.,714
2013,5,5. Valby,4,Par,Par uden børn,6,300.000-399.999 kr.,752
2013,5,5. Valby,4,Par,Par uden børn,7,400.000-499.999 kr.,620
2013,5,5. Valby,4,Par,Par uden børn,8,500.000-599.999 kr.,599
2013,5,5. Valby,4,Par,Par uden børn,9,600.000-699.999 kr.,539
2013,5,5. Valby,4,Par,Par uden børn,10,700.000 kr. og derover,1187
2013,5,5. Valby,5,Par,Par 1 barn,1,-49.999 kr.,6
2013,5,5. Valby,5,Par,Par 1 barn,2,50.000-99.999 kr.,5
2013,5,5. Valby,5,Par,Par 1 barn,3,100.000-149.999 kr.,7
2013,5,5. Valby,5,Par,Par 1 barn,4,150.000-199.999 kr.,23
2013,5,5. Valby,5,Par,Par 1 barn,5,200.000-299.999 kr.,77
2013,5,5. Valby,5,Par,Par 1 barn,6,300.000-399.999 kr.,135
2013,5,5. Valby,5,Par,Par 1 barn,7,400.000-499.999 kr.,163
2013,5,5. Valby,5,Par,Par 1 barn,8,500.000-599.999 kr.,200
2013,5,5. Valby,5,Par,Par 1 barn,9,600.000-699.999 kr.,229
2013,5,5. Valby,5,Par,Par 1 barn,10,700.000 kr. og derover,895
2013,5,5. Valby,6,Par,Par 2 børn,1,-49.999 kr.,9
2013,5,5. Valby,6,Par,Par 2 børn,3,100.000-149.999 kr.,2
2013,5,5. Valby,6,Par,Par 2 børn,4,150.000-199.999 kr.,9
2013,5,5. Valby,6,Par,Par 2 børn,5,200.000-299.999 kr.,39
2013,5,5. Valby,6,Par,Par 2 børn,6,300.000-399.999 kr.,97
2013,5,5. Valby,6,Par,Par 2 børn,7,400.000-499.999 kr.,110
2013,5,5. Valby,6,Par,Par 2 børn,8,500.000-599.999 kr.,140
2013,5,5. Valby,6,Par,Par 2 børn,9,600.000-699.999 kr.,202
2013,5,5. Valby,6,Par,Par 2 børn,10,700.000 kr. og derover,1175
2013,5,5. Valby,7,Par,Par 3 eller flere børn,1,-49.999 kr.,2
2013,5,5. Valby,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,2
2013,5,5. Valby,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,3
2013,5,5. Valby,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,4
2013,5,5. Valby,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,34
2013,5,5. Valby,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,79
2013,5,5. Valby,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,52
2013,5,5. Valby,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,42
2013,5,5. Valby,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,56
2013,5,5. Valby,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,284
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,31
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,42
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,88
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,137
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,388
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,487
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,440
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,368
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,274
2013,5,5. Valby,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,841
2013,6,6. Vanløse,1,Enlige,Enlige uden børn,1,-49.999 kr.,142
2013,6,6. Vanløse,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,320
2013,6,6. Vanløse,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,968
2013,6,6. Vanløse,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,2113
2013,6,6. Vanløse,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,1988
2013,6,6. Vanløse,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,1908
