AAR,BYDEL,DISTRIKTSNAVN,HUSTYP,FAMILIEGRUPPE,FAMILIETYPE,BRUTTOINDKOM,INDKOMSTKATEGORI,HUSTANDE
2007,1,1. Indre By,2,Enlige,Enlige med børn,1,-49.999 kr.,49
2007,1,1. Indre By,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,34
2007,1,1. Indre By,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,123
2007,1,1. Indre By,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,138
2007,1,1. Indre By,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,281
2007,1,1. Indre By,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,293
2007,1,1. Indre By,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,187
2007,1,1. Indre By,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,84
2007,1,1. Indre By,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,38
2007,1,1. Indre By,2,Enlige,Enlige med børn,10,700.000 kr. og derover,61
2007,1,1. Indre By,4,Par,Par uden børn,1,-49.999 kr.,79
2007,1,1. Indre By,4,Par,Par uden børn,2,50.000-99.999 kr.,96
2007,1,1. Indre By,4,Par,Par uden børn,3,100.000-149.999 kr.,92
2007,1,1. Indre By,4,Par,Par uden børn,4,150.000-199.999 kr.,155
2007,1,1. Indre By,4,Par,Par uden børn,5,200.000-299.999 kr.,563
2007,1,1. Indre By,4,Par,Par uden børn,6,300.000-399.999 kr.,587
2007,1,1. Indre By,4,Par,Par uden børn,7,400.000-499.999 kr.,601
2007,1,1. Indre By,4,Par,Par uden børn,8,500.000-599.999 kr.,563
2007,1,1. Indre By,4,Par,Par uden børn,9,600.000-699.999 kr.,561
2007,1,1. Indre By,4,Par,Par uden børn,10,700.000 kr. og derover,1838
2007,1,1. Indre By,5,Par,Par 1 barn,1,-49.999 kr.,21
2007,1,1. Indre By,5,Par,Par 1 barn,2,50.000-99.999 kr.,13
2007,1,1. Indre By,5,Par,Par 1 barn,3,100.000-149.999 kr.,13
2007,1,1. Indre By,5,Par,Par 1 barn,4,150.000-199.999 kr.,17
2007,1,1. Indre By,5,Par,Par 1 barn,5,200.000-299.999 kr.,58
2007,1,1. Indre By,5,Par,Par 1 barn,6,300.000-399.999 kr.,115
2007,1,1. Indre By,5,Par,Par 1 barn,7,400.000-499.999 kr.,148
2007,1,1. Indre By,5,Par,Par 1 barn,8,500.000-599.999 kr.,165
2007,1,1. Indre By,5,Par,Par 1 barn,9,600.000-699.999 kr.,199
2007,1,1. Indre By,5,Par,Par 1 barn,10,700.000 kr. og derover,667
2007,1,1. Indre By,6,Par,Par 2 børn,1,-49.999 kr.,20
2007,1,1. Indre By,6,Par,Par 2 børn,2,50.000-99.999 kr.,7
2007,1,1. Indre By,6,Par,Par 2 børn,3,100.000-149.999 kr.,10
2007,1,1. Indre By,6,Par,Par 2 børn,4,150.000-199.999 kr.,13
2007,1,1. Indre By,6,Par,Par 2 børn,5,200.000-299.999 kr.,40
2007,1,1. Indre By,6,Par,Par 2 børn,6,300.000-399.999 kr.,49
2007,1,1. Indre By,6,Par,Par 2 børn,7,400.000-499.999 kr.,101
2007,1,1. Indre By,6,Par,Par 2 børn,8,500.000-599.999 kr.,122
2007,1,1. Indre By,6,Par,Par 2 børn,9,600.000-699.999 kr.,180
2007,1,1. Indre By,6,Par,Par 2 børn,10,700.000 kr. og derover,654
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,1,-49.999 kr.,2
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,2
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,4
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,4
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,12
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,13
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,23
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,30
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,44
2007,1,1. Indre By,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,160
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,113
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,86
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,133
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,141
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,421
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,415
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,404
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,296
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,269
2007,1,1. Indre By,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,793
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,1,-49.999 kr.,653
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,1154
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,4796
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,2846
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,4003
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,3531
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,1743
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,693
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,327
2007,2,2. Østerbro,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,473
2007,2,2. Østerbro,2,Enlige,Enlige med børn,1,-49.999 kr.,49
2007,2,2. Østerbro,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,59
2007,2,2. Østerbro,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,249
2007,2,2. Østerbro,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,261
2007,2,2. Østerbro,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,567
2007,2,2. Østerbro,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,552
2007,2,2. Østerbro,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,315
2007,2,2. Østerbro,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,125
2007,2,2. Østerbro,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,57
2007,2,2. Østerbro,2,Enlige,Enlige med børn,10,700.000 kr. og derover,60
2007,2,2. Østerbro,4,Par,Par uden børn,1,-49.999 kr.,63
2007,2,2. Østerbro,4,Par,Par uden børn,2,50.000-99.999 kr.,50
2007,2,2. Østerbro,4,Par,Par uden børn,3,100.000-149.999 kr.,100
2007,2,2. Østerbro,4,Par,Par uden børn,4,150.000-199.999 kr.,267
2007,2,2. Østerbro,4,Par,Par uden børn,5,200.000-299.999 kr.,1020
2007,2,2. Østerbro,4,Par,Par uden børn,6,300.000-399.999 kr.,1027
2007,2,2. Østerbro,4,Par,Par uden børn,7,400.000-499.999 kr.,919
2007,2,2. Østerbro,4,Par,Par uden børn,8,500.000-599.999 kr.,923
2007,2,2. Østerbro,4,Par,Par uden børn,9,600.000-699.999 kr.,762
2007,2,2. Østerbro,4,Par,Par uden børn,10,700.000 kr. og derover,1766
2007,2,2. Østerbro,5,Par,Par 1 barn,1,-49.999 kr.,19
2007,2,2. Østerbro,5,Par,Par 1 barn,2,50.000-99.999 kr.,9
2007,2,2. Østerbro,5,Par,Par 1 barn,3,100.000-149.999 kr.,17
2007,2,2. Østerbro,5,Par,Par 1 barn,4,150.000-199.999 kr.,42
2007,2,2. Østerbro,5,Par,Par 1 barn,5,200.000-299.999 kr.,101
2007,2,2. Østerbro,5,Par,Par 1 barn,6,300.000-399.999 kr.,187
2007,2,2. Østerbro,5,Par,Par 1 barn,7,400.000-499.999 kr.,243
2007,2,2. Østerbro,5,Par,Par 1 barn,8,500.000-599.999 kr.,324
2007,2,2. Østerbro,5,Par,Par 1 barn,9,600.000-699.999 kr.,366
2007,2,2. Østerbro,5,Par,Par 1 barn,10,700.000 kr. og derover,1022
2007,2,2. Østerbro,6,Par,Par 2 børn,1,-49.999 kr.,20
2007,2,2. Østerbro,6,Par,Par 2 børn,2,50.000-99.999 kr.,7
2007,2,2. Østerbro,6,Par,Par 2 børn,3,100.000-149.999 kr.,9
2007,2,2. Østerbro,6,Par,Par 2 børn,4,150.000-199.999 kr.,17
2007,2,2. Østerbro,6,Par,Par 2 børn,5,200.000-299.999 kr.,79
2007,2,2. Østerbro,6,Par,Par 2 børn,6,300.000-399.999 kr.,119
2007,2,2. Østerbro,6,Par,Par 2 børn,7,400.000-499.999 kr.,172
2007,2,2. Østerbro,6,Par,Par 2 børn,8,500.000-599.999 kr.,281
2007,2,2. Østerbro,6,Par,Par 2 børn,9,600.000-699.999 kr.,327
2007,2,2. Østerbro,6,Par,Par 2 børn,10,700.000 kr. og derover,962
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,1,-49.999 kr.,8
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,1
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,4
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,41
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,39
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,37
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,67
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,60
2007,2,2. Østerbro,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,266
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,96
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,59
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,123
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,201
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,523
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,510
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,455
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,362
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,268
2007,2,2. Østerbro,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,796
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,1,-49.999 kr.,725
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,1704
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,6220
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,2902
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,3771
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,3281
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,1322
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,434
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,179
2007,3,3. Nørrebro,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,192
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,1,-49.999 kr.,36
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,53
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,562
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,496
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,578
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,406
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,171
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,61
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,34
2007,3,3. Nørrebro,2,Enlige,Enlige med børn,10,700.000 kr. og derover,27
2007,3,3. Nørrebro,4,Par,Par uden børn,1,-49.999 kr.,59
2007,3,3. Nørrebro,4,Par,Par uden børn,2,50.000-99.999 kr.,91
2007,3,3. Nørrebro,4,Par,Par uden børn,3,100.000-149.999 kr.,205
2007,3,3. Nørrebro,4,Par,Par uden børn,4,150.000-199.999 kr.,483
2007,3,3. Nørrebro,4,Par,Par uden børn,5,200.000-299.999 kr.,1203
2007,3,3. Nørrebro,4,Par,Par uden børn,6,300.000-399.999 kr.,1015
2007,3,3. Nørrebro,4,Par,Par uden børn,7,400.000-499.999 kr.,929
2007,3,3. Nørrebro,4,Par,Par uden børn,8,500.000-599.999 kr.,756
2007,3,3. Nørrebro,4,Par,Par uden børn,9,600.000-699.999 kr.,588
2007,3,3. Nørrebro,4,Par,Par uden børn,10,700.000 kr. og derover,886
2007,3,3. Nørrebro,5,Par,Par 1 barn,1,-49.999 kr.,11
2007,3,3. Nørrebro,5,Par,Par 1 barn,2,50.000-99.999 kr.,13
2007,3,3. Nørrebro,5,Par,Par 1 barn,3,100.000-149.999 kr.,28
2007,3,3. Nørrebro,5,Par,Par 1 barn,4,150.000-199.999 kr.,43
2007,3,3. Nørrebro,5,Par,Par 1 barn,5,200.000-299.999 kr.,221
2007,3,3. Nørrebro,5,Par,Par 1 barn,6,300.000-399.999 kr.,257
2007,3,3. Nørrebro,5,Par,Par 1 barn,7,400.000-499.999 kr.,295
2007,3,3. Nørrebro,5,Par,Par 1 barn,8,500.000-599.999 kr.,320
2007,3,3. Nørrebro,5,Par,Par 1 barn,9,600.000-699.999 kr.,318
2007,3,3. Nørrebro,5,Par,Par 1 barn,10,700.000 kr. og derover,442
2007,3,3. Nørrebro,6,Par,Par 2 børn,1,-49.999 kr.,8
2007,3,3. Nørrebro,6,Par,Par 2 børn,2,50.000-99.999 kr.,12
2007,3,3. Nørrebro,6,Par,Par 2 børn,3,100.000-149.999 kr.,15
2007,3,3. Nørrebro,6,Par,Par 2 børn,4,150.000-199.999 kr.,35
2007,3,3. Nørrebro,6,Par,Par 2 børn,5,200.000-299.999 kr.,177
2007,3,3. Nørrebro,6,Par,Par 2 børn,6,300.000-399.999 kr.,193
2007,3,3. Nørrebro,6,Par,Par 2 børn,7,400.000-499.999 kr.,219
2007,3,3. Nørrebro,6,Par,Par 2 børn,8,500.000-599.999 kr.,244
2007,3,3. Nørrebro,6,Par,Par 2 børn,9,600.000-699.999 kr.,221
2007,3,3. Nørrebro,6,Par,Par 2 børn,10,700.000 kr. og derover,396
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,1,-49.999 kr.,6
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,9
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,19
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,41
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,303
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,251
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,118
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,74
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,59
2007,3,3. Nørrebro,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,85
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,83
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,107
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,223
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,362
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,992
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,843
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,749
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,589
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,387
2007,3,3. Nørrebro,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,671
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,1,-49.999 kr.,426
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,849
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,4260
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,2007
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,2869
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,2628
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,1050
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,424
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,163
2007,4,4. Vesterbro/Kongens Enghave,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,160
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,1,-49.999 kr.,37
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,45
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,280
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,259
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,420
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,322
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,163
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,46
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,21
2007,4,4. Vesterbro/Kongens Enghave,2,Enlige,Enlige med børn,10,700.000 kr. og derover,21
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,1,-49.999 kr.,32
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,2,50.000-99.999 kr.,57
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,3,100.000-149.999 kr.,109
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,4,150.000-199.999 kr.,278
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,5,200.000-299.999 kr.,865
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,6,300.000-399.999 kr.,771
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,7,400.000-499.999 kr.,698
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,8,500.000-599.999 kr.,669
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,9,600.000-699.999 kr.,531
2007,4,4. Vesterbro/Kongens Enghave,4,Par,Par uden børn,10,700.000 kr. og derover,896
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,1,-49.999 kr.,16
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,2,50.000-99.999 kr.,10
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,3,100.000-149.999 kr.,25
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,4,150.000-199.999 kr.,33
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,5,200.000-299.999 kr.,141
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,6,300.000-399.999 kr.,211
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,7,400.000-499.999 kr.,285
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,8,500.000-599.999 kr.,274
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,9,600.000-699.999 kr.,271
2007,4,4. Vesterbro/Kongens Enghave,5,Par,Par 1 barn,10,700.000 kr. og derover,443
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,1,-49.999 kr.,7
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,2,50.000-99.999 kr.,7
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,3,100.000-149.999 kr.,11
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,4,150.000-199.999 kr.,21
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,5,200.000-299.999 kr.,73
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,6,300.000-399.999 kr.,121
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,7,400.000-499.999 kr.,170
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,8,500.000-599.999 kr.,203
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,9,600.000-699.999 kr.,194
2007,4,4. Vesterbro/Kongens Enghave,6,Par,Par 2 børn,10,700.000 kr. og derover,352
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,1,-49.999 kr.,3
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,1
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,4
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,8
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,62
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,71
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,65
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,41
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,60
2007,4,4. Vesterbro/Kongens Enghave,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,85
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,44
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,56
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,147
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,199
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,576
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,578
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,545
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,457
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,326
2007,4,4. Vesterbro/Kongens Enghave,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,614
2007,5,5. Valby,1,Enlige,Enlige uden børn,1,-49.999 kr.,234
2007,5,5. Valby,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,458
2007,5,5. Valby,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,3833
2007,5,5. Valby,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,1857
2007,5,5. Valby,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,2693
2007,5,5. Valby,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,2256
2007,5,5. Valby,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,828
2007,5,5. Valby,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,295
2007,5,5. Valby,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,111
2007,5,5. Valby,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,91
2007,5,5. Valby,2,Enlige,Enlige med børn,1,-49.999 kr.,17
2007,5,5. Valby,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,27
2007,5,5. Valby,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,308
2007,5,5. Valby,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,223
2007,5,5. Valby,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,411
2007,5,5. Valby,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,342
2007,5,5. Valby,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,172
2007,5,5. Valby,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,69
2007,5,5. Valby,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,40
2007,5,5. Valby,2,Enlige,Enlige med børn,10,700.000 kr. og derover,29
2007,5,5. Valby,4,Par,Par uden børn,1,-49.999 kr.,19
2007,5,5. Valby,4,Par,Par uden børn,2,50.000-99.999 kr.,36
2007,5,5. Valby,4,Par,Par uden børn,3,100.000-149.999 kr.,64
2007,5,5. Valby,4,Par,Par uden børn,4,150.000-199.999 kr.,228
2007,5,5. Valby,4,Par,Par uden børn,5,200.000-299.999 kr.,822
2007,5,5. Valby,4,Par,Par uden børn,6,300.000-399.999 kr.,762
2007,5,5. Valby,4,Par,Par uden børn,7,400.000-499.999 kr.,656
2007,5,5. Valby,4,Par,Par uden børn,8,500.000-599.999 kr.,622
2007,5,5. Valby,4,Par,Par uden børn,9,600.000-699.999 kr.,485
2007,5,5. Valby,4,Par,Par uden børn,10,700.000 kr. og derover,870
2007,5,5. Valby,5,Par,Par 1 barn,1,-49.999 kr.,3
2007,5,5. Valby,5,Par,Par 1 barn,2,50.000-99.999 kr.,7
2007,5,5. Valby,5,Par,Par 1 barn,3,100.000-149.999 kr.,18
2007,5,5. Valby,5,Par,Par 1 barn,4,150.000-199.999 kr.,19
2007,5,5. Valby,5,Par,Par 1 barn,5,200.000-299.999 kr.,81
2007,5,5. Valby,5,Par,Par 1 barn,6,300.000-399.999 kr.,138
